state,date,ML,Low_90,High_90
PIURA,2020-05-11,1.29,1.06,1.53
PIURA,2020-05-12,1.24,1.03,1.5
PIURA,2020-05-13,1.25,1.03,1.49
PIURA,2020-05-14,1.25,1.03,1.48
PUNO,2020-04-17,3.0,1.01,6.99
PUNO,2020-04-18,2.87,0.99,6.25
PUNO,2020-04-19,2.77,1.01,5.83
PUNO,2020-04-20,3.0,1.12,5.96
PUNO,2020-04-21,3.11,1.25,5.8100000000000005
PUNO,2020-04-22,3.09,1.32,5.48
PUNO,2020-04-23,3.46,1.6500000000000001,5.62
PUNO,2020-04-24,3.47,1.82,5.32
PUNO,2020-04-25,3.0500000000000003,1.6600000000000001,4.65
PUNO,2020-04-26,2.7800000000000002,1.52,4.16
PUNO,2020-04-27,2.42,1.3,3.65
PUNO,2020-04-28,2.18,1.18,3.34
PUNO,2020-04-29,2.07,1.11,3.14
PUNO,2020-04-30,1.93,1.05,2.97
PUNO,2020-05-01,1.92,1.05,2.9
PUNO,2020-05-02,1.86,1.04,2.82
PUNO,2020-05-03,1.76,0.97,2.67
PUNO,2020-05-04,1.69,0.93,2.57
PUNO,2020-05-05,1.62,0.89,2.48
PUNO,2020-05-06,1.56,0.85,2.4
PUNO,2020-05-07,1.55,0.8300000000000001,2.35
PUNO,2020-05-08,1.5,0.81,2.3000000000000003
PUNO,2020-05-09,1.49,0.8,2.27
PUNO,2020-05-10,1.45,0.79,2.24
PUNO,2020-05-11,1.44,0.77,2.2
PUNO,2020-05-12,1.46,0.81,2.24
PUNO,2020-05-13,1.45,0.79,2.2
PUNO,2020-05-14,1.47,0.81,2.21
SAN MARTIN,2020-04-06,3.0,1.01,6.99
SAN MARTIN,2020-04-07,2.87,0.99,6.25
SAN MARTIN,2020-04-08,2.77,1.01,5.83
SAN MARTIN,2020-04-09,3.0,1.12,5.96
SAN MARTIN,2020-04-10,2.81,1.11,5.42
SAN MARTIN,2020-04-11,2.92,1.21,5.36
SAN MARTIN,2020-04-12,2.5,1.02,4.6000000000000005
SAN MARTIN,2020-04-13,2.6,1.09,4.61
SAN MARTIN,2020-04-14,2.64,1.16,4.54
SAN MARTIN,2020-04-15,2.63,1.22,4.42
SAN MARTIN,2020-04-16,2.87,1.4000000000000001,4.5
SAN MARTIN,2020-04-17,2.81,1.48,4.32
SAN MARTIN,2020-04-18,2.72,1.5,4.09
SAN MARTIN,2020-04-19,2.46,1.33,3.66
SAN MARTIN,2020-04-20,2.15,1.17,3.29
SAN MARTIN,2020-04-21,1.99,1.08,3.0700000000000003
SAN MARTIN,2020-04-22,1.87,1.01,2.9
SAN MARTIN,2020-04-23,1.68,0.88,2.66
SAN MARTIN,2020-04-24,1.75,0.93,2.7
SAN MARTIN,2020-04-25,1.8,1.0,2.75
SAN MARTIN,2020-04-26,1.8800000000000001,1.08,2.8000000000000003
SAN MARTIN,2020-04-27,1.93,1.1500000000000001,2.82
SAN MARTIN,2020-04-28,1.96,1.19,2.79
SAN MARTIN,2020-04-29,1.94,1.21,2.74
SAN MARTIN,2020-04-30,1.8900000000000001,1.2,2.66
SAN MARTIN,2020-05-01,1.79,1.1300000000000001,2.52
SAN MARTIN,2020-05-02,1.7,1.08,2.41
SAN MARTIN,2020-05-03,1.62,1.01,2.29
SAN MARTIN,2020-05-04,1.54,0.96,2.2
SAN MARTIN,2020-05-05,1.5,0.93,2.14
SAN MARTIN,2020-05-06,1.53,0.98,2.17
SAN MARTIN,2020-05-07,1.58,1.01,2.17
SAN MARTIN,2020-05-08,1.6500000000000001,1.12,2.2600000000000002
SAN MARTIN,2020-05-09,1.6600000000000001,1.1300000000000001,2.23
SAN MARTIN,2020-05-10,1.6300000000000001,1.12,2.18
SAN MARTIN,2020-05-11,1.55,1.04,2.06
SAN MARTIN,2020-05-12,1.47,0.98,1.97
SAN MARTIN,2020-05-13,1.3800000000000001,0.93,1.9000000000000001
SAN MARTIN,2020-05-14,1.35,0.89,1.84
TACNA,2020-04-15,3.0,1.01,6.99
TACNA,2020-04-16,3.29,1.19,7.03
TACNA,2020-04-17,3.8200000000000003,1.53,7.09
TACNA,2020-04-18,3.5,1.51,6.03
TACNA,2020-04-19,3.0100000000000002,1.33,5.09
TACNA,2020-04-20,2.72,1.26,4.59
TACNA,2020-04-21,2.52,1.16,4.19
TACNA,2020-04-22,2.37,1.08,3.89
TACNA,2020-04-23,2.2600000000000002,1.04,3.68
TACNA,2020-04-24,2.16,1.05,3.56
TACNA,2020-04-25,2.17,1.08,3.5100000000000002
TACNA,2020-04-26,2.0100000000000002,1.0,3.2800000000000002
TACNA,2020-04-27,2.0300000000000002,1.01,3.23
TACNA,2020-04-28,2.0300000000000002,1.05,3.21
TACNA,2020-04-29,2.09,1.1,3.2
TACNA,2020-04-30,2.11,1.18,3.21
TACNA,2020-05-01,2.07,1.17,3.1
TACNA,2020-05-02,1.93,1.09,2.91
TACNA,2020-05-03,1.82,1.01,2.74
TACNA,2020-05-04,1.69,0.92,2.57
TACNA,2020-05-05,1.6300000000000001,0.89,2.49
TACNA,2020-05-06,1.57,0.86,2.42
TACNA,2020-05-07,1.55,0.84,2.37
TACNA,2020-05-08,1.54,0.85,2.36
TACNA,2020-05-09,1.49,0.8200000000000001,2.3000000000000003
TACNA,2020-05-10,1.45,0.78,2.23
TACNA,2020-05-11,1.41,0.76,2.19
TACNA,2020-05-12,1.41,0.76,2.18
TACNA,2020-05-13,1.3800000000000001,0.73,2.13
TACNA,2020-05-14,1.37,0.71,2.1
TUMBES,2020-03-24,3.0,1.01,6.99
TUMBES,2020-03-27,2.77,1.01,5.83
TUMBES,2020-03-28,2.37,0.89,4.88
TUMBES,2020-03-29,2.32,0.8300000000000001,4.65
TUMBES,2020-03-30,2.2800000000000002,0.88,4.57
TUMBES,2020-03-31,2.44,0.97,4.73
TUMBES,2020-04-01,2.35,0.9500000000000001,4.48
TUMBES,2020-04-02,2.2800000000000002,0.9400000000000001,4.29
TUMBES,2020-04-03,2.22,0.87,4.0600000000000005
TUMBES,2020-04-04,2.31,0.99,4.17
TUMBES,2020-04-05,2.22,0.9500000000000001,3.95
TUMBES,2020-04-06,2.0300000000000002,0.87,3.65
TUMBES,2020-04-07,2.0,0.84,3.54
TUMBES,2020-04-08,1.86,0.76,3.3200000000000003
TUMBES,2020-04-09,2.05,0.91,3.58
TUMBES,2020-04-10,2.32,1.08,3.8200000000000003
TUMBES,2020-04-11,2.4,1.19,3.83
TUMBES,2020-04-12,2.33,1.2,3.67
TUMBES,2020-04-13,2.2600000000000002,1.17,3.48
TUMBES,2020-04-14,2.0,1.04,3.16
TUMBES,2020-04-15,1.87,0.96,2.96
TUMBES,2020-04-16,1.6600000000000001,0.8300000000000001,2.7
TUMBES,2020-04-17,1.95,1.06,3.0
TUMBES,2020-04-18,2.13,1.22,3.12
TUMBES,2020-04-19,2.2800000000000002,1.42,3.24
TUMBES,2020-04-20,2.23,1.41,3.1
TUMBES,2020-04-21,2.08,1.32,2.89
TUMBES,2020-04-22,1.87,1.18,2.65
TUMBES,2020-04-23,1.69,1.04,2.43
TUMBES,2020-04-24,1.5,0.89,2.21
TUMBES,2020-04-25,1.46,0.86,2.15
TUMBES,2020-04-26,1.43,0.8300000000000001,2.09
TUMBES,2020-04-27,1.43,0.86,2.11
TUMBES,2020-04-28,1.44,0.86,2.09
TUMBES,2020-04-29,1.49,0.92,2.14
TUMBES,2020-04-30,1.49,0.9,2.09
TUMBES,2020-05-01,1.49,0.93,2.1
TUMBES,2020-05-02,1.43,0.89,2.0300000000000002
TUMBES,2020-05-03,1.4000000000000001,0.87,1.99
TUMBES,2020-05-04,1.44,0.92,2.0300000000000002
TUMBES,2020-05-05,1.48,0.97,2.06
TUMBES,2020-05-06,1.51,1.0,2.07
TUMBES,2020-05-07,1.51,1.01,2.05
TUMBES,2020-05-08,1.46,0.97,1.98
TUMBES,2020-05-09,1.3800000000000001,0.92,1.9100000000000001
TUMBES,2020-05-10,1.32,0.87,1.84
TUMBES,2020-05-11,1.28,0.8200000000000001,1.77
TUMBES,2020-05-12,1.29,0.84,1.78
TUMBES,2020-05-13,1.31,0.85,1.78
TUMBES,2020-05-14,1.33,0.88,1.8
UCAYALI,2020-04-11,3.0,1.01,6.99
UCAYALI,2020-04-12,2.5500000000000003,0.97,5.03
UCAYALI,2020-04-13,2.32,0.92,4.3500000000000005
UCAYALI,2020-04-14,2.31,0.9400000000000001,4.11
UCAYALI,2020-04-15,2.2800000000000002,1.02,3.96
UCAYALI,2020-04-16,2.35,1.12,3.9
UCAYALI,2020-04-17,2.36,1.1500000000000001,3.73
UCAYALI,2020-04-18,2.41,1.28,3.69
UCAYALI,2020-04-19,2.4,1.36,3.58
UCAYALI,2020-04-20,2.36,1.37,3.4
UCAYALI,2020-04-21,2.3000000000000003,1.42,3.29
UCAYALI,2020-04-22,2.19,1.35,3.06
UCAYALI,2020-04-23,2.24,1.48,3.08
UCAYALI,2020-04-24,2.21,1.48,2.95
UCAYALI,2020-04-25,2.11,1.45,2.81
UCAYALI,2020-04-26,2.08,1.47,2.74
UCAYALI,2020-04-27,2.0300000000000002,1.46,2.64
UCAYALI,2020-04-28,2.07,1.53,2.63
UCAYALI,2020-04-29,2.1,1.61,2.64
UCAYALI,2020-04-30,2.06,1.59,2.54
UCAYALI,2020-05-01,2.02,1.6,2.49
UCAYALI,2020-05-02,1.9000000000000001,1.48,2.31
UCAYALI,2020-05-03,1.75,1.37,2.16
UCAYALI,2020-05-04,1.61,1.24,1.99
UCAYALI,2020-05-05,1.52,1.18,1.9100000000000001
UCAYALI,2020-05-06,1.47,1.12,1.82
UCAYALI,2020-05-07,1.43,1.09,1.77
UCAYALI,2020-05-08,1.3900000000000001,1.08,1.75
UCAYALI,2020-05-09,1.3800000000000001,1.06,1.71
UCAYALI,2020-05-10,1.34,1.05,1.69
UCAYALI,2020-05-11,1.33,1.02,1.6400000000000001
UCAYALI,2020-05-12,1.31,1.01,1.62
UCAYALI,2020-05-13,1.29,1.0,1.6
UCAYALI,2020-05-14,1.27,0.99,1.58
